NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	0
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:48:16	610956.02023332
DATA_INCLUDED	3D
MARKER_NAMES
Frame	Time	
6246	20.81667	
6247	20.82000	
6248	20.82333	
6249	20.82667	
6250	20.83000	
6251	20.83333	
6252	20.83667	
6253	20.84000	
6254	20.84333	
6255	20.84667	
6256	20.85000	
6257	20.85333	
6258	20.85667	
6259	20.86000	
6260	20.86333	
6261	20.86667	
6262	20.87000	
6263	20.87333	
6264	20.87667	
6265	20.88000	
6266	20.88333	
6267	20.88667	
6268	20.89000	
6269	20.89333	
6270	20.89667	
6271	20.90000	
6272	20.90333	
6273	20.90667	
6274	20.91000	
6275	20.91333	
6276	20.91667	
6277	20.92000	
6278	20.92333	
6279	20.92667	
6280	20.93000	
6281	20.93333	
6282	20.93667	
6283	20.94000	
6284	20.94333	
6285	20.94667	
6286	20.95000	
6287	20.95333	
6288	20.95667	
6289	20.96000	
6290	20.96333	
6291	20.96667	
6292	20.97000	
6293	20.97333	
6294	20.97667	
6295	20.98000	
6296	20.98333	
6297	20.98667	
6298	20.99000	
6299	20.99333	
6300	20.99667	
6301	21.00000	
6302	21.00333	
6303	21.00667	
6304	21.01000	
6305	21.01333	
6306	21.01667	
6307	21.02000	
6308	21.02333	
6309	21.02667	
6310	21.03000	
6311	21.03333	
6312	21.03667	
6313	21.04000	
6314	21.04333	
6315	21.04667	
6316	21.05000	
6317	21.05333	
6318	21.05667	
6319	21.06000	
6320	21.06333	
6321	21.06667	
6322	21.07000	
6323	21.07333	
6324	21.07667	
6325	21.08000	
6326	21.08333	
6327	21.08667	
6328	21.09000	
6329	21.09333	
6330	21.09667	
6331	21.10000	
6332	21.10333	
6333	21.10667	
6334	21.11000	
6335	21.11333	
6336	21.11667	
6337	21.12000	
6338	21.12333	
6339	21.12667	
6340	21.13000	
6341	21.13333	
6342	21.13667	
6343	21.14000	
6344	21.14333	
6345	21.14667	
6346	21.15000	
6347	21.15333	
6348	21.15667	
6349	21.16000	
6350	21.16333	
6351	21.16667	
6352	21.17000	
6353	21.17333	
6354	21.17667	
6355	21.18000	
6356	21.18333	
6357	21.18667	
6358	21.19000	
6359	21.19333	
6360	21.19667	
6361	21.20000	
6362	21.20333	
6363	21.20667	
6364	21.21000	
6365	21.21333	
6366	21.21667	
6367	21.22000	
6368	21.22333	
6369	21.22667	
6370	21.23000	
6371	21.23333	
6372	21.23667	
6373	21.24000	
6374	21.24333	
6375	21.24667	
6376	21.25000	
6377	21.25333	
6378	21.25667	
6379	21.26000	
6380	21.26333	
6381	21.26667	
6382	21.27000	
6383	21.27333	
6384	21.27667	
6385	21.28000	
6386	21.28333	
6387	21.28667	
6388	21.29000	
6389	21.29333	
6390	21.29667	
6391	21.30000	
6392	21.30333	
6393	21.30667	
6394	21.31000	
6395	21.31333	
6396	21.31667	
6397	21.32000	
6398	21.32333	
6399	21.32667	
6400	21.33000	
6401	21.33333	
6402	21.33667	
6403	21.34000	
6404	21.34333	
6405	21.34667	
6406	21.35000	
6407	21.35333	
6408	21.35667	
6409	21.36000	
6410	21.36333	
6411	21.36667	
6412	21.37000	
6413	21.37333	
6414	21.37667	
6415	21.38000	
6416	21.38333	
6417	21.38667	
6418	21.39000	
6419	21.39333	
6420	21.39667	
6421	21.40000	
6422	21.40333	
6423	21.40667	
6424	21.41000	
6425	21.41333	
6426	21.41667	
6427	21.42000	
6428	21.42333	
6429	21.42667	
6430	21.43000	
6431	21.43333	
6432	21.43667	
6433	21.44000	
6434	21.44333	
6435	21.44667	
6436	21.45000	
6437	21.45333	
6438	21.45667	
6439	21.46000	
6440	21.46333	
6441	21.46667	
6442	21.47000	
6443	21.47333	
6444	21.47667	
6445	21.48000	
6446	21.48333	
6447	21.48667	
6448	21.49000	
6449	21.49333	
6450	21.49667	
6451	21.50000	
6452	21.50333	
6453	21.50667	
6454	21.51000	
6455	21.51333	
6456	21.51667	
6457	21.52000	
6458	21.52333	
6459	21.52667	
6460	21.53000	
6461	21.53333	
6462	21.53667	
6463	21.54000	
6464	21.54333	
6465	21.54667	
6466	21.55000	
6467	21.55333	
6468	21.55667	
6469	21.56000	
6470	21.56333	
6471	21.56667	
6472	21.57000	
6473	21.57333	
6474	21.57667	
6475	21.58000	
6476	21.58333	
6477	21.58667	
6478	21.59000	
6479	21.59333	
6480	21.59667	
6481	21.60000	
6482	21.60333	
6483	21.60667	
6484	21.61000	
6485	21.61333	
6486	21.61667	
6487	21.62000	
6488	21.62333	
6489	21.62667	
6490	21.63000	
6491	21.63333	
6492	21.63667	
6493	21.64000	
6494	21.64333	
6495	21.64667	
6496	21.65000	
6497	21.65333	
6498	21.65667	
6499	21.66000	
6500	21.66333	
6501	21.66667	
6502	21.67000	
6503	21.67333	
6504	21.67667	
6505	21.68000	
6506	21.68333	
6507	21.68667	
6508	21.69000	
6509	21.69333	
6510	21.69667	
6511	21.70000	
6512	21.70333	
6513	21.70667	
6514	21.71000	
6515	21.71333	
6516	21.71667	
6517	21.72000	
6518	21.72333	
6519	21.72667	
6520	21.73000	
6521	21.73333	
6522	21.73667	
6523	21.74000	
6524	21.74333	
6525	21.74667	
6526	21.75000	
6527	21.75333	
6528	21.75667	
6529	21.76000	
6530	21.76333	
6531	21.76667	
6532	21.77000	
6533	21.77333	
6534	21.77667	
6535	21.78000	
6536	21.78333	
6537	21.78667	
6538	21.79000	
6539	21.79333	
6540	21.79667	
6541	21.80000	
6542	21.80333	
6543	21.80667	
6544	21.81000	
6545	21.81333	
6546	21.81667	
6547	21.82000	
6548	21.82333	
6549	21.82667	
6550	21.83000	
6551	21.83333	
6552	21.83667	
6553	21.84000	
6554	21.84333	
6555	21.84667	
6556	21.85000	
6557	21.85333	
6558	21.85667	
6559	21.86000	
6560	21.86333	
6561	21.86667	
6562	21.87000	
6563	21.87333	
6564	21.87667	
6565	21.88000	
6566	21.88333	
6567	21.88667	
6568	21.89000	
6569	21.89333	
6570	21.89667	
6571	21.90000	
6572	21.90333	
6573	21.90667	
6574	21.91000	
6575	21.91333	
6576	21.91667	
6577	21.92000	
6578	21.92333	
6579	21.92667	
6580	21.93000	
6581	21.93333	
6582	21.93667	
6583	21.94000	
6584	21.94333	
6585	21.94667	
6586	21.95000	
6587	21.95333	
6588	21.95667	
6589	21.96000	
6590	21.96333	
6591	21.96667	
6592	21.97000	
6593	21.97333	
6594	21.97667	
6595	21.98000	
6596	21.98333	
6597	21.98667	
6598	21.99000	
6599	21.99333	
6600	21.99667	
6601	22.00000	
6602	22.00333	
6603	22.00667	
6604	22.01000	
6605	22.01333	
6606	22.01667	
6607	22.02000	
6608	22.02333	
6609	22.02667	
6610	22.03000	
6611	22.03333	
6612	22.03667	
6613	22.04000	
6614	22.04333	
6615	22.04667	
6616	22.05000	
6617	22.05333	
6618	22.05667	
6619	22.06000	
6620	22.06333	
6621	22.06667	
6622	22.07000	
6623	22.07333	
6624	22.07667	
6625	22.08000	
6626	22.08333	
6627	22.08667	
6628	22.09000	
6629	22.09333	
6630	22.09667	
6631	22.10000	
6632	22.10333	
6633	22.10667	
6634	22.11000	
6635	22.11333	
6636	22.11667	
6637	22.12000	
6638	22.12333	
6639	22.12667	
6640	22.13000	
6641	22.13333	
6642	22.13667	
6643	22.14000	
6644	22.14333	
6645	22.14667	
6646	22.15000	
6647	22.15333	
6648	22.15667	
6649	22.16000	
6650	22.16333	
6651	22.16667	
6652	22.17000	
6653	22.17333	
6654	22.17667	
6655	22.18000	
6656	22.18333	
6657	22.18667	
6658	22.19000	
6659	22.19333	
6660	22.19667	
6661	22.20000	
6662	22.20333	
6663	22.20667	
6664	22.21000	
6665	22.21333	
6666	22.21667	
6667	22.22000	
6668	22.22333	
6669	22.22667	
6670	22.23000	
6671	22.23333	
6672	22.23667	
6673	22.24000	
6674	22.24333	
6675	22.24667	
6676	22.25000	
6677	22.25333	
6678	22.25667	
6679	22.26000	
6680	22.26333	
6681	22.26667	
6682	22.27000	
6683	22.27333	
6684	22.27667	
6685	22.28000	
6686	22.28333	
6687	22.28667	
6688	22.29000	
6689	22.29333	
6690	22.29667	
6691	22.30000	
6692	22.30333	
6693	22.30667	
6694	22.31000	
6695	22.31333	
6696	22.31667	
6697	22.32000	
6698	22.32333	
6699	22.32667	
6700	22.33000	
6701	22.33333	
6702	22.33667	
6703	22.34000	
6704	22.34333	
6705	22.34667	
6706	22.35000	
6707	22.35333	
6708	22.35667	
6709	22.36000	
6710	22.36333	
6711	22.36667	
6712	22.37000	
6713	22.37333	
6714	22.37667	
6715	22.38000	
6716	22.38333	
6717	22.38667	
6718	22.39000	
6719	22.39333	
6720	22.39667	
6721	22.40000	
6722	22.40333	
6723	22.40667	
6724	22.41000	
6725	22.41333	
6726	22.41667	
6727	22.42000	
6728	22.42333	
6729	22.42667	
6730	22.43000	
6731	22.43333	
6732	22.43667	
6733	22.44000	
6734	22.44333	
6735	22.44667	
6736	22.45000	
6737	22.45333	
6738	22.45667	
6739	22.46000	
6740	22.46333	
6741	22.46667	
6742	22.47000	
6743	22.47333	
6744	22.47667	
6745	22.48000	
6746	22.48333	
6747	22.48667	
6748	22.49000	
6749	22.49333	
6750	22.49667	
6751	22.50000	
6752	22.50333	
6753	22.50667	
6754	22.51000	
6755	22.51333	
6756	22.51667	
6757	22.52000	
6758	22.52333	
6759	22.52667	
6760	22.53000	
6761	22.53333	
6762	22.53667	
6763	22.54000	
6764	22.54333	
6765	22.54667	
6766	22.55000	
6767	22.55333	
6768	22.55667	
6769	22.56000	
6770	22.56333	
6771	22.56667	
6772	22.57000	
6773	22.57333	
6774	22.57667	
6775	22.58000	
6776	22.58333	
6777	22.58667	
6778	22.59000	
6779	22.59333	
6780	22.59667	
6781	22.60000	
6782	22.60333	
6783	22.60667	
6784	22.61000	
6785	22.61333	
6786	22.61667	
6787	22.62000	
6788	22.62333	
6789	22.62667	
6790	22.63000	
6791	22.63333	
6792	22.63667	
6793	22.64000	
6794	22.64333	
6795	22.64667	
6796	22.65000	
6797	22.65333	
6798	22.65667	
6799	22.66000	
6800	22.66333	
6801	22.66667	
6802	22.67000	
6803	22.67333	
6804	22.67667	
6805	22.68000	
6806	22.68333	
6807	22.68667	
6808	22.69000	
6809	22.69333	
6810	22.69667	
6811	22.70000	
6812	22.70333	
6813	22.70667	
6814	22.71000	
6815	22.71333	
6816	22.71667	
6817	22.72000	
6818	22.72333	
6819	22.72667	
6820	22.73000	
6821	22.73333	
6822	22.73667	
6823	22.74000	
6824	22.74333	
6825	22.74667	
6826	22.75000	
6827	22.75333	
6828	22.75667	
6829	22.76000	
6830	22.76333	
6831	22.76667	
6832	22.77000	
6833	22.77333	
6834	22.77667	
6835	22.78000	
6836	22.78333	
6837	22.78667	
6838	22.79000	
6839	22.79333	
6840	22.79667	
6841	22.80000	
6842	22.80333	
6843	22.80667	
6844	22.81000	
6845	22.81333	
6846	22.81667	
6847	22.82000	
6848	22.82333	
6849	22.82667	
6850	22.83000	
6851	22.83333	
6852	22.83667	
6853	22.84000	
6854	22.84333	
6855	22.84667	
6856	22.85000	
6857	22.85333	
6858	22.85667	
6859	22.86000	
6860	22.86333	
6861	22.86667	
6862	22.87000	
6863	22.87333	
6864	22.87667	
6865	22.88000	
6866	22.88333	
6867	22.88667	
6868	22.89000	
6869	22.89333	
6870	22.89667	
6871	22.90000	
6872	22.90333	
6873	22.90667	
6874	22.91000	
6875	22.91333	
6876	22.91667	
6877	22.92000	
6878	22.92333	
6879	22.92667	
6880	22.93000	
6881	22.93333	
6882	22.93667	
6883	22.94000	
6884	22.94333	
6885	22.94667	
6886	22.95000	
6887	22.95333	
6888	22.95667	
6889	22.96000	
6890	22.96333	
6891	22.96667	
6892	22.97000	
6893	22.97333	
6894	22.97667	
6895	22.98000	
6896	22.98333	
6897	22.98667	
6898	22.99000	
6899	22.99333	
6900	22.99667	
6901	23.00000	
6902	23.00333	
6903	23.00667	
6904	23.01000	
6905	23.01333	
6906	23.01667	
6907	23.02000	
6908	23.02333	
6909	23.02667	
6910	23.03000	
6911	23.03333	
6912	23.03667	
6913	23.04000	
6914	23.04333	
6915	23.04667	
6916	23.05000	
6917	23.05333	
6918	23.05667	
6919	23.06000	
6920	23.06333	
6921	23.06667	
6922	23.07000	
6923	23.07333	
6924	23.07667	
6925	23.08000	
6926	23.08333	
6927	23.08667	
6928	23.09000	
6929	23.09333	
6930	23.09667	
6931	23.10000	
6932	23.10333	
6933	23.10667	
6934	23.11000	
6935	23.11333	
6936	23.11667	
6937	23.12000	
6938	23.12333	
6939	23.12667	
6940	23.13000	
6941	23.13333	
6942	23.13667	
6943	23.14000	
6944	23.14333	
6945	23.14667	
6946	23.15000	
6947	23.15333	
6948	23.15667	
6949	23.16000	
6950	23.16333	
6951	23.16667	
6952	23.17000	
6953	23.17333	
6954	23.17667	
6955	23.18000	
6956	23.18333	
6957	23.18667	
6958	23.19000	
6959	23.19333	
6960	23.19667	
6961	23.20000	
6962	23.20333	
6963	23.20667	
6964	23.21000	
6965	23.21333	
6966	23.21667	
6967	23.22000	
6968	23.22333	
6969	23.22667	
6970	23.23000	
6971	23.23333	
6972	23.23667	
6973	23.24000	
6974	23.24333	
6975	23.24667	
6976	23.25000	
6977	23.25333	
6978	23.25667	
6979	23.26000	
6980	23.26333	
6981	23.26667	
6982	23.27000	
6983	23.27333	
6984	23.27667	
6985	23.28000	
6986	23.28333	
6987	23.28667	
6988	23.29000	
6989	23.29333	
6990	23.29667	
6991	23.30000	
6992	23.30333	
6993	23.30667	
6994	23.31000	
6995	23.31333	
6996	23.31667	
6997	23.32000	
6998	23.32333	
6999	23.32667	
7000	23.33000	
7001	23.33333	
7002	23.33667	
7003	23.34000	
7004	23.34333	
7005	23.34667	
7006	23.35000	
7007	23.35333	
7008	23.35667	
7009	23.36000	
7010	23.36333	
7011	23.36667	
7012	23.37000	
7013	23.37333	
7014	23.37667	
7015	23.38000	
7016	23.38333	
7017	23.38667	
7018	23.39000	
7019	23.39333	
7020	23.39667	
7021	23.40000	
7022	23.40333	
7023	23.40667	
7024	23.41000	
7025	23.41333	
7026	23.41667	
7027	23.42000	
7028	23.42333	
7029	23.42667	
7030	23.43000	
7031	23.43333	
7032	23.43667	
7033	23.44000	
7034	23.44333	
7035	23.44667	
7036	23.45000	
7037	23.45333	
7038	23.45667	
7039	23.46000	
7040	23.46333	
7041	23.46667	
7042	23.47000	
7043	23.47333	
7044	23.47667	
7045	23.48000	
7046	23.48333	
7047	23.48667	
7048	23.49000	
7049	23.49333	
7050	23.49667	
7051	23.50000	
7052	23.50333	
7053	23.50667	
7054	23.51000	
7055	23.51333	
7056	23.51667	
7057	23.52000	
7058	23.52333	
7059	23.52667	
7060	23.53000	
7061	23.53333	
7062	23.53667	
7063	23.54000	
7064	23.54333	
7065	23.54667	
7066	23.55000	
7067	23.55333	
7068	23.55667	
7069	23.56000	
7070	23.56333	
7071	23.56667	
7072	23.57000	
7073	23.57333	
7074	23.57667	
7075	23.58000	
7076	23.58333	
7077	23.58667	
7078	23.59000	
7079	23.59333	
7080	23.59667	
7081	23.60000	
7082	23.60333	
7083	23.60667	
7084	23.61000	
7085	23.61333	
7086	23.61667	
7087	23.62000	
7088	23.62333	
7089	23.62667	
7090	23.63000	
7091	23.63333	
7092	23.63667	
7093	23.64000	
7094	23.64333	
7095	23.64667	
7096	23.65000	
7097	23.65333	
7098	23.65667	
7099	23.66000	
7100	23.66333	
7101	23.66667	
7102	23.67000	
7103	23.67333	
7104	23.67667	
7105	23.68000	
7106	23.68333	
7107	23.68667	
7108	23.69000	
7109	23.69333	
7110	23.69667	
7111	23.70000	
7112	23.70333	
7113	23.70667	
7114	23.71000	
7115	23.71333	
7116	23.71667	
7117	23.72000	
7118	23.72333	
7119	23.72667	
7120	23.73000	
7121	23.73333	
7122	23.73667	
7123	23.74000	
7124	23.74333	
7125	23.74667	
7126	23.75000	
7127	23.75333	
7128	23.75667	
7129	23.76000	
7130	23.76333	
7131	23.76667	
7132	23.77000	
7133	23.77333	
7134	23.77667	
7135	23.78000	
7136	23.78333	
7137	23.78667	
7138	23.79000	
7139	23.79333	
7140	23.79667	
7141	23.80000	
7142	23.80333	
7143	23.80667	
7144	23.81000	
7145	23.81333	
7146	23.81667	
7147	23.82000	
7148	23.82333	
7149	23.82667	
7150	23.83000	
7151	23.83333	
7152	23.83667	
7153	23.84000	
7154	23.84333	
7155	23.84667	
7156	23.85000	
7157	23.85333	
7158	23.85667	
7159	23.86000	
7160	23.86333	
7161	23.86667	
7162	23.87000	
7163	23.87333	
7164	23.87667	
7165	23.88000	
7166	23.88333	
7167	23.88667	
7168	23.89000	
7169	23.89333	
7170	23.89667	
7171	23.90000	
7172	23.90333	
7173	23.90667	
7174	23.91000	
7175	23.91333	
7176	23.91667	
7177	23.92000	
7178	23.92333	
7179	23.92667	
7180	23.93000	
7181	23.93333	
7182	23.93667	
7183	23.94000	
7184	23.94333	
7185	23.94667	
7186	23.95000	
7187	23.95333	
7188	23.95667	
7189	23.96000	
7190	23.96333	
7191	23.96667	
7192	23.97000	
7193	23.97333	
7194	23.97667	
7195	23.98000	
7196	23.98333	
7197	23.98667	
7198	23.99000	
7199	23.99333	
7200	23.99667	
7201	24.00000	
7202	24.00333	
7203	24.00667	
7204	24.01000	
7205	24.01333	
7206	24.01667	
7207	24.02000	
7208	24.02333	
7209	24.02667	
7210	24.03000	
7211	24.03333	
7212	24.03667	
7213	24.04000	
7214	24.04333	
7215	24.04667	
7216	24.05000	
7217	24.05333	
7218	24.05667	
7219	24.06000	
7220	24.06333	
7221	24.06667	
7222	24.07000	
7223	24.07333	
7224	24.07667	
7225	24.08000	
7226	24.08333	
7227	24.08667	
7228	24.09000	
7229	24.09333	
7230	24.09667	
7231	24.10000	
7232	24.10333	
7233	24.10667	
7234	24.11000	
7235	24.11333	
7236	24.11667	
7237	24.12000	
7238	24.12333	
7239	24.12667	
7240	24.13000	
7241	24.13333	
7242	24.13667	
7243	24.14000	
7244	24.14333	
7245	24.14667	
7246	24.15000	
7247	24.15333	
7248	24.15667	
7249	24.16000	
7250	24.16333	
7251	24.16667	
7252	24.17000	
7253	24.17333	
7254	24.17667	
7255	24.18000	
7256	24.18333	
7257	24.18667	
7258	24.19000	
7259	24.19333	
7260	24.19667	
7261	24.20000	
7262	24.20333	
7263	24.20667	
7264	24.21000	
7265	24.21333	
7266	24.21667	
7267	24.22000	
7268	24.22333	
7269	24.22667	
7270	24.23000	
7271	24.23333	
7272	24.23667	
7273	24.24000	
7274	24.24333	
7275	24.24667	
7276	24.25000	
7277	24.25333	
7278	24.25667	
7279	24.26000	
7280	24.26333	
7281	24.26667	
7282	24.27000	
7283	24.27333	
7284	24.27667	
7285	24.28000	
7286	24.28333	
7287	24.28667	
7288	24.29000	
7289	24.29333	
7290	24.29667	
7291	24.30000	
7292	24.30333	
7293	24.30667	
7294	24.31000	
7295	24.31333	
7296	24.31667	
7297	24.32000	
7298	24.32333	
7299	24.32667	
7300	24.33000	
7301	24.33333	
7302	24.33667	
7303	24.34000	
7304	24.34333	
7305	24.34667	
7306	24.35000	
7307	24.35333	
7308	24.35667	
7309	24.36000	
7310	24.36333	
7311	24.36667	
7312	24.37000	
7313	24.37333	
7314	24.37667	
7315	24.38000	
7316	24.38333	
7317	24.38667	
7318	24.39000	
7319	24.39333	
7320	24.39667	
7321	24.40000	
7322	24.40333	
7323	24.40667	
7324	24.41000	
7325	24.41333	
7326	24.41667	
7327	24.42000	
7328	24.42333	
7329	24.42667	
7330	24.43000	
7331	24.43333	
7332	24.43667	
7333	24.44000	
7334	24.44333	
7335	24.44667	
7336	24.45000	
7337	24.45333	
7338	24.45667	
7339	24.46000	
7340	24.46333	
7341	24.46667	
7342	24.47000	
7343	24.47333	
7344	24.47667	
7345	24.48000	
7346	24.48333	
7347	24.48667	
7348	24.49000	
7349	24.49333	
7350	24.49667	
7351	24.50000	
7352	24.50333	
7353	24.50667	
7354	24.51000	
7355	24.51333	
7356	24.51667	
7357	24.52000	
7358	24.52333	
7359	24.52667	
7360	24.53000	
7361	24.53333	
7362	24.53667	
7363	24.54000	
7364	24.54333	
7365	24.54667	
7366	24.55000	
7367	24.55333	
7368	24.55667	
7369	24.56000	
7370	24.56333	
7371	24.56667	
7372	24.57000	
7373	24.57333	
7374	24.57667	
7375	24.58000	
7376	24.58333	
7377	24.58667	
7378	24.59000	
7379	24.59333	
7380	24.59667	
7381	24.60000	
7382	24.60333	
7383	24.60667	
7384	24.61000	
7385	24.61333	
7386	24.61667	
7387	24.62000	
7388	24.62333	
7389	24.62667	
7390	24.63000	
7391	24.63333	
7392	24.63667	
7393	24.64000	
7394	24.64333	
7395	24.64667	
7396	24.65000	
7397	24.65333	
7398	24.65667	
7399	24.66000	
7400	24.66333	
7401	24.66667	
7402	24.67000	
7403	24.67333	
7404	24.67667	
7405	24.68000	
7406	24.68333	
7407	24.68667	
7408	24.69000	
7409	24.69333	
7410	24.69667	
7411	24.70000	
7412	24.70333	
7413	24.70667	
7414	24.71000	
7415	24.71333	
7416	24.71667	
7417	24.72000	
7418	24.72333	
7419	24.72667	
7420	24.73000	
7421	24.73333	
7422	24.73667	
7423	24.74000	
7424	24.74333	
7425	24.74667	
7426	24.75000	
7427	24.75333	
7428	24.75667	
7429	24.76000	
7430	24.76333	
7431	24.76667	
7432	24.77000	
7433	24.77333	
7434	24.77667	
7435	24.78000	
7436	24.78333	
7437	24.78667	
7438	24.79000	
7439	24.79333	
7440	24.79667	
7441	24.80000	
7442	24.80333	
7443	24.80667	
7444	24.81000	
7445	24.81333	
7446	24.81667	
7447	24.82000	
7448	24.82333	
7449	24.82667	
7450	24.83000	
7451	24.83333	
7452	24.83667	
7453	24.84000	
7454	24.84333	
7455	24.84667	
7456	24.85000	
7457	24.85333	
7458	24.85667	
7459	24.86000	
7460	24.86333	
7461	24.86667	
7462	24.87000	
7463	24.87333	
7464	24.87667	
7465	24.88000	
7466	24.88333	
7467	24.88667	
7468	24.89000	
7469	24.89333	
7470	24.89667	
7471	24.90000	
7472	24.90333	
7473	24.90667	
7474	24.91000	
7475	24.91333	
7476	24.91667	
7477	24.92000	
7478	24.92333	
7479	24.92667	
7480	24.93000	
7481	24.93333	
7482	24.93667	
7483	24.94000	
7484	24.94333	
7485	24.94667	
7486	24.95000	
7487	24.95333	
7488	24.95667	
7489	24.96000	
7490	24.96333	
7491	24.96667	
7492	24.97000	
7493	24.97333	
7494	24.97667	
7495	24.98000	
7496	24.98333	
7497	24.98667	
7498	24.99000	
7499	24.99333	
7500	24.99667	
7501	25.00000	
7502	25.00333	
7503	25.00667	
7504	25.01000	
7505	25.01333	
7506	25.01667	
7507	25.02000	
7508	25.02333	
7509	25.02667	
7510	25.03000	
7511	25.03333	
7512	25.03667	
7513	25.04000	
7514	25.04333	
7515	25.04667	
7516	25.05000	
7517	25.05333	
7518	25.05667	
7519	25.06000	
7520	25.06333	
7521	25.06667	
7522	25.07000	
7523	25.07333	
7524	25.07667	
7525	25.08000	
7526	25.08333	
7527	25.08667	
7528	25.09000	
7529	25.09333	
7530	25.09667	
7531	25.10000	
7532	25.10333	
7533	25.10667	
7534	25.11000	
7535	25.11333	
7536	25.11667	
7537	25.12000	
7538	25.12333	
7539	25.12667	
7540	25.13000	
7541	25.13333	
7542	25.13667	
7543	25.14000	
7544	25.14333	
7545	25.14667	
7546	25.15000	
7547	25.15333	
7548	25.15667	
7549	25.16000	
7550	25.16333	
7551	25.16667	
7552	25.17000	
7553	25.17333	
7554	25.17667	
7555	25.18000	
7556	25.18333	
7557	25.18667	
7558	25.19000	
7559	25.19333	
7560	25.19667	
7561	25.20000	
7562	25.20333	
7563	25.20667	
7564	25.21000	
7565	25.21333	
7566	25.21667	
7567	25.22000	
7568	25.22333	
7569	25.22667	
7570	25.23000	
7571	25.23333	
7572	25.23667	
7573	25.24000	
7574	25.24333	
7575	25.24667	
7576	25.25000	
7577	25.25333	
7578	25.25667	
7579	25.26000	
7580	25.26333	
7581	25.26667	
7582	25.27000	
7583	25.27333	
7584	25.27667	
7585	25.28000	
7586	25.28333	
7587	25.28667	
7588	25.29000	
7589	25.29333	
7590	25.29667	
7591	25.30000	
7592	25.30333	
7593	25.30667	
7594	25.31000	
7595	25.31333	
7596	25.31667	
7597	25.32000	
7598	25.32333	
7599	25.32667	
7600	25.33000	
7601	25.33333	
7602	25.33667	
7603	25.34000	
7604	25.34333	
7605	25.34667	
7606	25.35000	
7607	25.35333	
7608	25.35667	
7609	25.36000	
7610	25.36333	
7611	25.36667	
7612	25.37000	
7613	25.37333	
7614	25.37667	
7615	25.38000	
7616	25.38333	
7617	25.38667	
7618	25.39000	
7619	25.39333	
7620	25.39667	
7621	25.40000	
7622	25.40333	
7623	25.40667	
7624	25.41000	
7625	25.41333	
7626	25.41667	
7627	25.42000	
7628	25.42333	
7629	25.42667	
7630	25.43000	
7631	25.43333	
7632	25.43667	
7633	25.44000	
7634	25.44333	
7635	25.44667	
7636	25.45000	
7637	25.45333	
7638	25.45667	
7639	25.46000	
7640	25.46333	
7641	25.46667	
7642	25.47000	
7643	25.47333	
7644	25.47667	
7645	25.48000	
7646	25.48333	
7647	25.48667	
7648	25.49000	
7649	25.49333	
7650	25.49667	
7651	25.50000	
7652	25.50333	
7653	25.50667	
7654	25.51000	
7655	25.51333	
7656	25.51667	
7657	25.52000	
7658	25.52333	
7659	25.52667	
7660	25.53000	
7661	25.53333	
7662	25.53667	
7663	25.54000	
7664	25.54333	
7665	25.54667	
7666	25.55000	
7667	25.55333	
7668	25.55667	
7669	25.56000	
7670	25.56333	
7671	25.56667	
7672	25.57000	
7673	25.57333	
7674	25.57667	
7675	25.58000	
7676	25.58333	
7677	25.58667	
7678	25.59000	
7679	25.59333	
7680	25.59667	
7681	25.60000	
7682	25.60333	
7683	25.60667	
7684	25.61000	
7685	25.61333	
7686	25.61667	
7687	25.62000	
7688	25.62333	
7689	25.62667	
7690	25.63000	
7691	25.63333	
7692	25.63667	
7693	25.64000	
7694	25.64333	
7695	25.64667	
7696	25.65000	
7697	25.65333	
7698	25.65667	
7699	25.66000	
7700	25.66333	
7701	25.66667	
7702	25.67000	
7703	25.67333	
7704	25.67667	
7705	25.68000	
7706	25.68333	
7707	25.68667	
7708	25.69000	
7709	25.69333	
7710	25.69667	
7711	25.70000	
7712	25.70333	
7713	25.70667	
7714	25.71000	
7715	25.71333	
7716	25.71667	
7717	25.72000	
7718	25.72333	
7719	25.72667	
7720	25.73000	
7721	25.73333	
7722	25.73667	
7723	25.74000	
7724	25.74333	
7725	25.74667	
7726	25.75000	
7727	25.75333	
7728	25.75667	
7729	25.76000	
7730	25.76333	
7731	25.76667	
7732	25.77000	
7733	25.77333	
7734	25.77667	
7735	25.78000	
7736	25.78333	
7737	25.78667	
7738	25.79000	
7739	25.79333	
7740	25.79667	
7741	25.80000	
7742	25.80333	
7743	25.80667	
7744	25.81000	
7745	25.81333	
7746	25.81667	
7747	25.82000	
7748	25.82333	
7749	25.82667	
7750	25.83000	
7751	25.83333	
7752	25.83667	
7753	25.84000	
7754	25.84333	
7755	25.84667	
7756	25.85000	
7757	25.85333	
7758	25.85667	
7759	25.86000	
7760	25.86333	
7761	25.86667	
7762	25.87000	
7763	25.87333	
7764	25.87667	
7765	25.88000	
7766	25.88333	
7767	25.88667	
7768	25.89000	
7769	25.89333	
7770	25.89667	
7771	25.90000	
7772	25.90333	
7773	25.90667	
7774	25.91000	
7775	25.91333	
7776	25.91667	
7777	25.92000	
7778	25.92333	
7779	25.92667	
7780	25.93000	
7781	25.93333	
7782	25.93667	
7783	25.94000	
